captions,id
<start> on a podium a chinese man is singing <end>,489
"<start> a basketball player gets the ball from the opposite player in the basketball stadium. he runs to score it, but the first player prevent him and kicks the ball away <end>",490
<start> in a basketball stadium the player in blue clothes and number 3 steal the ball from player in white clothes with number 20 and try to make a score <end>,490
<start> 2 persons are kissing in a room <end>,491
<start> colored man and woman kissing in a room <end>,491
<start> a group of people sitting on a stage <end>,492
"<start> a man shows a ""v"" with his hands on a stage <end>",492
<start> a basketball player with a blue shirt dunks a basketball on a basketball court <end>,493
<start> basketball player scoring after fast counter attack on a basketball field <end>,493
<start> a dog is licking its nose <end>,494
<start> dog sitting on the floor <end>,494
<start> a girl dances by moving her hands and legs onstage <end>,495
<start> on a podium a young african girl in green and black and white clothes is rhythmic dancing <end>,495
<start> a rodent is sitting on a wooden plank <end>,496
<start> a squirrel moves its mouth on a fence at daytime <end>,496
<start> a woman opens her mouth indoors <end>,497
<start> dog puts his nose into a mouth of a woman indoors <end>,497
<start> a dog wearing a hat and glasses <end>,498
<start> a dog wears a cap and sun glasses indoors at daytime <end>,498
<start> a man smiles into the camera in a tv show <end>,500
<start> 5 people perform in a tv show <end>,500
<start> hands move up and down <end>,501
<start> an audience starts jumping while the dj is playing music on stage with large animated screen in the back. <end>,501
<start> 2 women perform on stage <end>,502
<start> 2 asian women in costumes are playing theater on a theater stage. <end>,502
<start> a man sings along to a singer <end>,503
<start> man nodding his head in concert audience <end>,503
<start> an asian woman shakes her head with open mouth <end>,504
<start> some asian girls are singing in different locations <end>,504
<start> woman sits on a couch <end>,506
<start> woman sits on a bed indoors <end>,506
<start> 2 people are dancing on a stage <end>,507
<start> 2 men are dancing with each other in a tv show <end>,507
"<start> a man eats a bread and inserts the mobile power supply unit inside it in the kitchen. then, the mobile works again <end>",508
<start> in a kitchen an african man plug a connector into his foot to power a mobile phone <end>,508
<start> a man gets hit by water from a squirt gun outside at daytime <end>,509
<start> white man smoking outside at daytime <end>,509
<start> women wave into the camera <end>,510
<start> a group of 5 asian girls looks into the camera making different gestures with their hands. <end>,510
<start> a man is playing guitar and singing on a stage <end>,511
<start> white guy making music on a stage <end>,511
<start> 3 women are jumping on a trampoline outdoors at daytime <end>,512
<start> three persons jumping around on a trampoline at dusk <end>,512
<start> multiple african persons sing and clap in the bus <end>,513
<start> in a tram a young african man is dancing <end>,513
<start> a man is playing tennis on a tennis court <end>,514
<start> a man plays tennis on a tennis court at daytime <end>,514
<start> men play basketball indoors <end>,515
<start> men throws a ball in a gym at daytime <end>,515
<start> a dog lies beside a baby <end>,516
<start> a dog is sitting next to a baby in a baby carriage. <end>,516
<start> a group of white people is dancing on a stage with their hands near their chest <end>,517
<start> 5 men does the duckling dance on a stage <end>,517
<start> 2 men hug each other <end>,518
<start> a man with coat and megaphone is embracing a woman on stage. <end>,518
<start> men dance together indoors <end>,519
<start> a group of men is making moves together inside a large room. <end>,519
<start> a man is singing <end>,520
<start> asian person talking with microphone in hand <end>,520
<start> a woman talks in a group of other woman <end>,521
<start> woman smiling at a tv show <end>,521
<start> a man is holding an iron <end>,522
<start> a man tries to revive another man indoors <end>,522
<start> a police officer hits a person on street at daytime <end>,524
<start> a white police man is running on the sidewalk and pushes a black man at daytime. <end>,524
<start> a little girl is patting on her cheeks <end>,525
<start> a little girl claps with her hands on her face in a tv show <end>,525
<start> a man draws a cell phone <end>,526
<start> two asian people sitting on chairs in a tv studio <end>,526
<start> man screams in an office <end>,527
<start> in a office a man in jacket is yelling <end>,527
<start> a man opens a bottle in a room <end>,528
<start> black guy opening a bottle at a table <end>,528
<start> a little kid is stumbling and falling over <end>,529
<start> a boy falls down outdoors at daytime <end>,529
<start> a man hitting his head against a window <end>,530
<start> a man bumps his head on window indoors at daytime <end>,530
<start> 2 men playing a tennis match on a tennis court <end>,531
<start> a tennis player scores on a tennis court at daytime <end>,531
<start> a dog lies on a hammock at daytime <end>,532
<start> a dog is swinging in a hammock outside at daytime. <end>,532
<start> people dressed as disney princesses are dancing outside at daytime <end>,533
<start> group of woman dressed as disney princesses dancing at a beach at dusk <end>,533
<start> a man in a kitchen stands behind a chair <end>,534
<start> a man in a kitchen is making confused gestures. <end>,534
<start> an animal opens its mouth and shows its tongue at home <end>,535
<start> a dog shows his tongue indoors at daytime <end>,535
<start> rob gronkowski slips and falls on the sideline at sports authority field <end>,536
<start> a football player falls down on a football field at daytime <end>,536
<start> a man smokes a cigarette <end>,537
"<start> 2 smoking men are shown, one at a time. <end>",537
<start> a person hits a car on a street at night <end>,539
"<start> at night, on a street a man with arms to the front approaches a car and starts running away. <end>",539
"<start> in the daytime, multiple persons speak on a river boat <end>",540
<start> in a boat a group of european kids discuss with each other <end>,540
<start> persons film an event <end>,541
<start> persons dance on a stage <end>,541
<start> a cat jumps on a chair indoors <end>,542
"<start> in a room at daytime, a cat jumps off a chair to the ground. <end>",542
"<start> in the daytime, a man carries glasses and strikes with the hammer on the glass. then, the glass is crushed <end>",543
<start> in a living room a man in blue clothes use a hammer to break through the screen window and touch the menu <end>,543
<start> a man is wearing a black shirt <end>,544
<start> a man is knocking on a door in front of a house at daytime <end>,544
<start> a black boy hits a ball with his lower body <end>,545
<start> a topless black boy inside a room is bumping a blue gymnastics ball. <end>,545
"<start> a man gets a foam and strikes other man on his head in a salon, where other men laugh and jump <end>",546
"<start> a man gets a foam and strikes other man on his head in a salon, where other men laugh and jump <end>",546
<start> a singer sings into a microphone on a stage <end>,547
<start> white guy singing into microphone on a stage <end>,547
<start> a black woman in a kitchen falls down <end>,548
<start> a black woman in kitchen walks from apart from the camera and slips down to the ground. <end>,548
"<start> in the daytime, multiple men sit at a table in a court. a man eats a piece of food and strikes it with his hand to a face of other man. then, all men stand up <end>",549
<start> at a backyard a african man in black clothes hit chinese man in red clothes <end>,549
<start> 2 people sing indoors <end>,550
<start> a singing woman is accompanied by a man playing piano inside a room. <end>,550
"<start> a man plays card and on guitar and claps at home, while hands of a person appears under the bed <end>",551
<start> in a bedroom a european man with red and black clothes and 2 green arms play a card game <end>,551
<start> a man kisses another man on a stage <end>,552
<start> several people standing on a stage <end>,552
<start> man holds a bag in a kitchen <end>,553
<start> man puts something into a pot in a kitchen <end>,553
<start> a black man slaps his head <end>,554
<start> a black man inside a room hits his head making strange noises. <end>,554
<start> a boy dances indoors <end>,555
<start> a boy falls of a bed in a room <end>,555
"<start> a cat drinks from the baby bottle, swims and reads a book at home <end>",556
<start> a cat drinks milk indoors <end>,556
<start> a man is wearing a green swimming ring <end>,557
<start> a young boy wears a swimming ring indoors <end>,557
<start> a man plays guitar and sings in a room <end>,558
<start> man making music in a room <end>,558
<start> a man gets slapped at the head with foam in a room <end>,559
<start> white guy getting smashed in the face with a cake in a waiting room <end>,559
"<start> in the daytime, multiple persons appear, while an other person imitates the dog in the park <end>",560
<start> in a park a man and a dog with clothes sitting at the top of the tree and shocking visitors <end>,560
<start> a chinese person speaks and dances in an indoor place <end>,561
<start> in a office a chinese man with peruke and pink dress try to get better grade <end>,561
<start> a baseball player is stretching his arm at daytime <end>,562
<start> white man moving his arms and talking on s baseball field at daytime <end>,562
<start> a woman wearing her hair in a braid in a kitchen <end>,563
<start> a woman is singing in the kitchen <end>,563
<start> a woman kicks a man in a tv show at daytime <end>,564
<start> woman kicks a man outdoors at daytime <end>,564
<start> a soccer player dodges another player on a soccer field <end>,565
<start> soccer player dodging other soccer player with heel trick on a soccer field <end>,565
<start> 2 girls are putting a flashlight under their faces in a room <end>,566
<start> two asian girls talking creepy in a room <end>,566
<start> a man speaks in a hall <end>,567
<start> a man speaks in front of a microphone <end>,567
<start> man moves his body in an aircraft at daytime <end>,568
<start> man moves his head in an airplane <end>,568
"<start> at night, two men light a fire in their hands and move it very quickly in an outdoor place <end>",569
<start> in a park 2 chinese men present a trick with burning hands <end>,569
<start> 2 men clapping their hands <end>,570
<start> 2 men applaud indoors <end>,570
"<start> in the daytime, a man sings and dances onstage in the studio <end>",571
<start> in a studio a european man with long hair and hat is impassioned singing <end>,571
<start> a man says something into a microphone indoors <end>,572
<start> 2 men are sitting behind microphones <end>,572
"<start> a boy speaks and plays with a green belt at home. he is hit by the belt on his eyes. then, he cries <end>",573
<start> in a bedroom a european boy in black clothes stretch exercise ribbon and hurl it to his face <end>,573
<start> basketball players jump on a trampoline on a basketball field <end>,574
<start> 4 basketball players jump on a basketball field <end>,574
<start> men sing on a stage <end>,575
<start> men sits on a stage <end>,575
<start> a black man on the walk of fame at daytime slides past an other black man <end>,576
<start> a black man slides towards another one that poses for a photo taken by a man in superman costume. <end>,576
<start> a woman making faces in a kitchen <end>,577
<start> a woman hits herself indoors at daytime <end>,577
<start> a woman gets scared by a man outside at daytime <end>,578
<start> older asian woman gets surprised by a prank on the street at daytime <end>,578
"<start> in the daytime, a dog moves its body and head <end>",579
<start> a little dog try to touch the camera <end>,579
"<start> at night, two men carry a big ball and run to each other at home. then, one of them returns back and the window is crushed <end>",580
<start> in a training room 2 men with big balls hurtle and one crash a door <end>,580
<start> a dog with glasses sits in a car <end>,581
<start> in a car a little white dog is sitting behind seat belt <end>,581
<start> a baseball player puts his foot on a base at daytime <end>,583
<start> baseball player falling down on a baseball field at daytime <end>,583
"<start> at night, man speaks to the audience <end>",584
<start> a man says something behind a microphone <end>,584
<start> men are shooting with rifles outdoors at daytime <end>,585
<start> people in military outfit shooting in the air in the woods at daytime <end>,585
<start> man holds his phone outdoors at daytime <end>,586
<start> boy moves his legs outdoors at daytime <end>,586
<start> a boy shows another boy a piece of paper indoors <end>,587
<start> 1 young man gives another one a birthday card and he throws it away. <end>,587
"<start> at night, a man drinks with a cup. somebody smokes in his direction. then, he moves his head to avoid the smoke <end>",588
<start> on a sidewalk a man with a cup get out of the way of smoke <end>,588
<start> 4 persons pull off a rope in a tv show <end>,589
<start> 4 persons skate in a tv show <end>,589
<start> goat screams indoors at daytime <end>,590
<start> goat lies on the ground indoors at daytime <end>,590
<start> man falls down outdoors <end>,591
<start> referee slips outdoors at daytime <end>,591
<start> a boy kicks a chair into the face of another boy in a garden at daytime <end>,592
<start> outdoor in a garden at daytime a boy roles through a plastic chair with a skateboard. <end>,592
<start> a turtle with wide open mouth <end>,593
<start> a turtle opens its mouth outdoors <end>,593
"<start> in the daytime, a woman runs on the beach of a sea and moves her head and hair <end>",594
<start> at a beach a european woman with black hair and black clothes is running and wobble her hair <end>,594
"<start> a chinese woman writes on mobile and drinks in the restaurant, but she lets suddenly the mobile on the table <end>",595
<start> in a kitchen a chinese woman in grey and blue clothes present a white object <end>,595
<start> two men speak in a studio <end>,596
<start> a man talks in a tv show <end>,596
<start> a cat exits from a hole in the door at home <end>,598
<start> in a floor a fat red cat crushing himself through cat flap <end>,598
<start> woman phones outdoors at daytime <end>,599
<start> woman phones outdoors at daytime <end>,599
<start> a group of men playing a basketball match in a sports hall <end>,600
<start> a basketball player falls down on a basketball field <end>,600
<start> a soccer player scores a goal on a soccer field at daytime <end>,601
<start> soccer player scoring from the center line on a soccer field at daytime <end>,601
<start> man and girl sit on a sofa at home. the girl strikes the man with her hands <end>,602
<start> in a living room a little fat girl dash against a european man <end>,602
<start> a football player kicks the ball and takes a photo with the mobile in the football stadium <end>,603
<start> in a football stadium the player in red clothes with number 13 make a score during jump <end>,603
<start> a woman dances behind a man in a kitchen <end>,604
<start> woman dancing at a man in a kitchen in the morning <end>,604
<start> three women sing into three microphones in the studio <end>,605
<start> on a podium a woman with black hair and black clothes is singing <end>,605
<start> hillary clinton holding a microphone during a pre-election party <end>,607
<start> a woman says something into a microphone in front of people <end>,607
<start> a man cries on street at daytime <end>,608
<start> man falls off of his phone on the street at daytime <end>,608
"<start> in the daytime, pairs of woman and man speak and walk in an outdoor place <end>",610
<start> at a school area a group of couples talk to each other and the last beat each other <end>,610
<start> a bicycle handlebar moves towards water <end>,611
<start> a man on a bike is driving down a wall into a water reservoir. <end>,611
"<start> at night, two letter lights turn on and off on the wall, while other letters light all the time <end>",613
<start> on the side of a supermarket the first 2 characters of the name sign are blinking <end>,613
<start> runner in a sports arena run against a blue pad <end>,614
<start> a man jumps up a blue mattress at the end of a raceway and falls down behind it after running out together with a group of black runners. <end>,614
<start> a woman hits another woman in a locker <end>,615
<start> woman hits another woman <end>,615
<start> a woman talks into a microphone <end>,616
<start> two persons doing an interview on a red carpet in the evening <end>,616
<start> a boy holds a book indoors at daytime <end>,617
"<start> inside a room, a boy is holding a magazine with a young woman towards the camera. <end>",617
<start> a group of people playing a soccer match <end>,618
<start> a tv shows a soccer game without colors <end>,618
<start> a kid covered in sheets gets hit by a door <end>,621
<start> a little person in a ghost costume runs against a door indoors <end>,621
"<start> in the daytime, a sportsman jumps backwards on the top of a building, but the jump was unbalanced <end>",622
<start> on top of a building a young european man in black training clothes do a reverse flip and nearly fall down <end>,622
<start> people stand outdoors at daytime <end>,623
<start> persons stand outdoors at daytime <end>,623
<start> a young man holding a water bottle <end>,624
<start> a man dances indoors <end>,624
<start> a boxer hits another boxer <end>,625
<start> a man kicks another man <end>,625
<start> woman takes a photo from bottom and top to her face at home <end>,627
<start> a young chinese woman shows a strange face from the bottom up and a nice face from above <end>,627
<start> a woman is talking to the camera in a room at daytime <end>,628
<start> asian woman talking to camera in a room at daytime <end>,628
"<start> a young put a blue paper in the front of a fish on the table. then, its color changes to blue. when using a green paper the color of the fish changes to green. but by using the white paper the fish has disappeared <end>",630
"<start> at a table a young man with cap holding color paper in front of a glass with water and a fish, changing its color depending on the paper <end>",630
"<start> at night, a man knocks on the door at home. he enters and strikes the second man and moves his hand to the dog <end>",631
<start> a european man is entering a apartment through the entrance <end>,631
<start> a soccer player scores a goal on a soccer field at daytime <end>,633
<start> soccer player scoring goal with a long range shot on a soccer field at daytime <end>,633
<start> two young dance with the same movements at home <end>,634
<start> in a living room 2 european men dancing synchronous <end>,634
<start> an asian woman wiggles with her arms <end>,635
<start> an asian young women sits at a table and makes gestures and grimaces. <end>,635
<start> a woman is crying on a stage <end>,636
<start> a woman says something into a microphone on a stage <end>,636
<start> 2 ducks are walking on the water in a lake at daytime <end>,637
<start> ducks running over the surface in water at daytime <end>,637
<start> trashcans slide on street at daytime <end>,638
<start> some garbage cans are sliding down a wet road at daytime. <end>,638
<start> 2 men are dancing in a room <end>,639
<start> several persons moving their body's in a living room in the evening <end>,639
<start> a ball bounces over pots <end>,640
"<start> in a room, domino cascade starts a rolling ball that jumps down on three cooking pots and ends in a beaker. <end>",640
<start> a man stands on his head and raises his legs up and rotates his body very quickly <end>,641
<start> a person dances on a stage <end>,641
<start> woman raises her arm indoors at daytime <end>,642
<start> woman gesticulates indoors at daytime <end>,642
<start> 4 white men in a living room hold signs in front of each others breast <end>,643
<start> a group of 4 young men standing next to each other in a room make some arm moves with a sign and says something. <end>,643
<start> a football player makes a one-handed catch during a game <end>,644
<start> a football player hits another football player on a football field <end>,644
<start> multiple persons dance and sing onstage <end>,645
<start> on a podium multiple chinese people perform a play <end>,645
<start> person feeds a turtle indoors at daytime <end>,646
<start> turtle eats a strawberry on a table at daytime <end>,646
<start> a man is playing basketball on a basketball court <end>,647
<start> a man shows his middle finger outdoors at daytime <end>,647
"<start> in the daytime, a man plays with a cubic toy. it raises when he lets it <end>",648
<start> in a workshop a man with rubik cube show that things fall up <end>,648
<start> a man making faces <end>,649
<start> a man grimaces indoors <end>,649
<start> a football player throws a ball on a football field <end>,650
<start> football player catches a ball on a football field <end>,650
<start> a man dances wildly on a stage <end>,653
<start> asian guy dancing on a stage <end>,653
<start> a man gets hit by a toy rocket outside at daytime <end>,654
<start> several people standing in a group on a lawn at daytime <end>,654
<start> a person is wearing minnie mouse costume <end>,655
<start> 2 persons in costumes dance outdoors at daytime <end>,655
<start> a man is running on a street at night <end>,656
<start> guy walking on the street at nighttime <end>,656
<start> a black man reads a paper <end>,657
<start> a man in a room is reading a paper and says something. <end>,657
<start> a woman dances in front of a mirror <end>,658
<start> a woman is moving her ass in front of a mirror inside a room. <end>,658
<start> a woman in a santa costume makes the bells on the costume ring in a room <end>,659
<start> person in christmas dress flexing her buttocks in a room <end>,659
"<start> in the daytime, man fills water in a water tank; he throws the water to other people and runs <end>",660
<start> in a city a man in white and grey clothes with glasses throw water to a couple <end>,660
<start> a woman is wearing a purse <end>,661
<start> a woman sings and dances on the street at daytime <end>,661
<start> multiple women sing and dance in an indoor space <end>,662
<start> in a mtv-studio a european woman in black clothes is singing and dancing within a group of companion <end>,662
<start> a man shows something <end>,663
<start> a man sitting in front of a blue background is pointing with his hand to the left. <end>,663
<start> an american football player is getting struck by another player on a gridiron <end>,664
<start> football player hitting each other with hands on a football field in the evening <end>,664
<start> a bald man in smiling in a park <end>,665
<start> a man is polishing a bald head in a park at daytime <end>,665
<start> a man screams and gesticulates in a room <end>,667
<start> white man arguing in a room <end>,667
<start> man looks to a woman indoors <end>,668
<start> persons hold hands indoors <end>,668
<start> women dance together in a tv show <end>,670
<start> some girls from a group of asian girls in a large room pose with their arms. <end>,670
<start> multiple men dance in indoor space <end>,671
<start> in a hall multiple men are dancing <end>,671
<start> a man jumping onto a couch in a living room <end>,672
<start> a man jumps on a couch in living room <end>,672
<start> a little boy is leaning against a truck in a driveway <end>,673
<start> a little boy says something five times outdoors at daytime <end>,673
"<start> in the daytime, a woman speaks and other women sit on a table and play on their mobiles <end>",674
<start> in a canteen a group of girls sit together and stare to their mobile phones <end>,674
<start> a wrestler is spinning his arms <end>,675
<start> black wrestler spinning his fists wrestling ring nighttime <end>,675
<start> one football player pushes an opposite player and the both fall to the ground in the football stadium <end>,676
<start> in a football stadium a player in blue fouls a player in red <end>,676
<start> women dance on a stage <end>,677
<start> asian girls dancing on a stage <end>,677
<start> 2 persons are singing and playing guitar in a room <end>,678
<start> white man and colored woman singing in a room <end>,678
<start> a dog is standing in a living room <end>,679
<start> a pug sits in a living room at daytime <end>,679
<start> a woman is crying <end>,680
<start> white woman crying in a tv studio <end>,680
<start> a basketball player speaks into the microphone in the sport conference room <end>,681
<start> in a nba-playoff media conference a african man in white clothes give a comment <end>,681
<start> a man throws a jersey sport shirt over his shoulder <end>,684
<start> man folding a jersey in a storage room <end>,684
<start> a man says something into the camera indoors <end>,685
<start> man speaks into a microphone indoors <end>,685
<start> multiple men speaks in an indoor place <end>,686
<start> composition of different men looking oversleep <end>,686
<start> a man is playing guitar and singing <end>,687
<start> white guy playing the guitar in a room <end>,687
<start> 3 asian woman in a living room sit at a table <end>,688
<start> 3 young asian women inside a room are sitting on the floor eating. <end>,688
<start> a woman cries indoors <end>,689
<start> woman eats a cake indoors <end>,689
<start> a person parades a pig outdoors at daytime <end>,690
<start> a man and a pig are walking along a sidewalk at daytime. <end>,690
<start> a woman falls off a piece of furniture in a room <end>,691
<start> black guy getting surprised in a room <end>,691
"<start> in the daytime, a man exist from the plane with his bag <end>",692
<start> at a france/eu aircraft a african man dismount <end>,692
<start> a woman in a supermarket gets pelted with objects <end>,693
<start> 2 person in a supermarket are throwing things at each other. <end>,693
<start> a woman draws down the hose of a man indoors <end>,694
<start> a women runs through a gym and pulls down the pants of persons. <end>,694
"<start> at night, an african man speaks <end>",695
<start> a african man talk to the camera <end>,695
<start> a white eraser is moved in circles on a sheet of paper <end>,696
<start> a hand holding a pen is making rhythmic moves on a lined sheet of paper. <end>,696
<start> an asian woman speaks and moves her fist to her upper body <end>,697
"<start> an asian young girl is singing ""my milkshake brings all the boys in the yard"". <end>",697
<start> a man jumps against a girl indoors <end>,698
<start> man hits a girl indoors <end>,698
<start> a kitten smacks in a room <end>,699
<start> kitten licking on plastic bowl on the floor <end>,699
<start> a man braces his head with his hand <end>,701
<start> a young man inside a room makes some grimaces and lays his head down on a desk. <end>,701
<start> a man is styling his hair in a room <end>,702
<start> asian person wearing a mask looking into the camera inside <end>,702
<start> a soccer player is dodging another player and scores a goal on a soccer field <end>,703
<start> soccer player running past other player with a trick on a soccer field at daytime <end>,703
"<start> in the daytime, a person slips and jumps into the lake <end>",704
<start> on a ski jump near a lake a person at a red and black tire perform a artistic jump into the lake <end>,704
<start> a dog scratching a window <end>,705
<start> a dog is scratching window indoors at daytime <end>,705
"<start> woman sings and holds a mobile at home, where she shows her breast and wears a slip <end>",706
<start> in a living room a european woman make topless photos with her camera <end>,706
<start> a man spits out and throws a stick <end>,707
<start> arabic man making angry gestures in front of a door <end>,707
<start> a boy laughs at the camera in a room <end>,708
<start> white boy laughing in a room daytime <end>,708
<start> a turtle eats a watermelon on a table <end>,709
<start> a turtle and a small animal are eating melon. <end>,709
<start> a man blocks a kids throw and scores a goal on a basketball court <end>,710
<start> basketball player stealing the ball from a small kid at a basketball stadium <end>,710
<start> an asian woman claps her hands <end>,711
<start> an asian girl is clapping her hands in front of colored background. <end>,711
<start> a motorcyclist is moving around on his motorbike on a street at night <end>,712
<start> motorcyclist bouncing on his motorbike on the highway at nighttime <end>,712
<start> a man sprays something on a child in a shop <end>,713
<start> a man sprays something on a kid in a mall <end>,713
<start> a woman talks to a boy outdoors <end>,714
<start> white boy and woman being happy on the street at daytime <end>,714
<start> a red puppet speaks <end>,715
<start> a red monster puppet in front of a white wall is saying something. <end>,715
<start> a woman is holding a christmas fir tree mask in front of her face in a room <end>,716
<start> asian girl showing a card in a room <end>,716
<start> a soccer player is scoring from long distance in a soccer stadium <end>,717
<start> a soccer player scores with a penalty on a soccer field at daytime <end>,717
<start> a man shouts in a stadium at night <end>,718
<start> white man with glasses angrily hitting chest with fists in a soccer stadium at nighttime <end>,718
<start> a man spits a bullet into his hand <end>,719
<start> black man talking to the camera inside <end>,719
<start> girls are spinning rifles and dropping them outdoors at daytime <end>,720
<start> group of girls spinning rifles on a lawn daytime <end>,720
<start> a group of women sitting on stools <end>,722
<start> 5 women sit on chairs in front of a wall at daytime <end>,722
<start> 2 men sing on a stage <end>,723
<start> 2 men dance in a tv show <end>,723
<start> a black man pets a persons head <end>,726
<start> a black man with basketball in his hand embraces a woman. <end>,726
<start> a man blends ingredients in a cup with a hand-held blender in a kitchen <end>,727
<start> plastic cup getting filed with banana and coke in kitchen at daytime <end>,727
<start> a group of people sitting on stairs <end>,728
<start> a woman laughs crazy outdoors at daytime <end>,728
<start> 2 babies are being rocked sideways <end>,729
<start> two babies swinging sideways synchronously <end>,729
<start> a football player shoots the penalty kick and score the ball in the football stadium <end>,730
<start> in a football stadium a player in black and yellow convert a penalty shot <end>,730
"<start> at night, an african man moves his body very strongly several times on the seat of the car <end>",731
<start> in a car a african man flip back and forth a seat <end>,731
"<start> in the daytime, an african woman speaks in a car <end>",732
<start> in a car an african woman is talking <end>,732
<start> boy smiles into the camera outdoors at daytime <end>,733
<start> boy smiles in slow motion outdoors at daytime <end>,733
<start> a baseball player throws a baseball and catches one at daytime <end>,734
<start> baseball player throwing baseball baseball stadium at daytime <end>,734
<start> a white man in a kitchen steps onto an other man on the floor <end>,735
<start> a man making strange noise lies on the floor of a room and another one steps on his belly. <end>,735
<start> a woman is holding a phone to her ear <end>,736
<start> a man runs over the street and jumps into a car outdoors at daytime <end>,736
<start> 4 cats dance and move its heads to the same direction at home <end>,737
<start> in a living room 4 little cats are looking synchronously to a moving thing <end>,737
<start> a woman gives a man a spoonful of green paste on a street at daytime <end>,738
<start> asian person tasting something from a spoon on the street at daytime <end>,738
<start> a woman says something outdoors at daytime <end>,739
<start> a woman sits in front of a car at daytime <end>,739
<start> an asian man in a colorful room smiles <end>,740
<start> asian young man with head is appearing and laughing on colorful background. <end>,740
<start> persons eat in a tv show <end>,741
<start> 3 men eat in a tv show <end>,741
<start> a man holds another man in his arms indoors at night <end>,742
<start> two asian guys carrying each other in a room <end>,742
<start> a man falls down in a tv show <end>,744
<start> person slips in a tv show <end>,744
<start> a man gets slapped in the face in a car at daytime <end>,745
<start> black man getting hit while laughing in a car at daytime <end>,745
<start> 2 people sitting in a car <end>,747
<start> a woman ruffle through her hair at daytime <end>,747
<start> 5 women dance outdoors at daytime <end>,748
<start> 5 women sings and dances on a car at daytime <end>,748
<start> a man is laughing in a crowd <end>,749
<start> white man laughing in a tv studio <end>,749
<start> a white cat making a hump <end>,750
<start> a cat makes hump indoors at daytime <end>,750
<start> a young girl jumping over obstacles <end>,751
<start> a girl jumps like a horse in a horse arena <end>,751
"<start> in the daytime, a man rush down the stairs with a longboard in an outdoor place <end>",752
<start> at a stairway a man with a skateboard jump at a handrail and slide down <end>,752
"<start> in the daytime, two men speak, scream and dance by moving their upper part of the body in an outdoor space <end>",753
<start> in a garage 2 men debate and start dancing with each other <end>,753
<start> a woman and a man are looking at each other <end>,754
<start> a man sits down next to a woman indoors <end>,754
<start> chinese women clap in an indoor space <end>,755
<start> on a podium a chinese girl in red brown and white clothes is clapping <end>,755
<start> woman shakes a cup indoors <end>,756
<start> boy shakes a cup outdoors <end>,756
<start> a woman is lying on the floor <end>,757
<start> a woman moves her butt and falls down indoors <end>,757
"<start> zucchini, gas container and picture are appear at home <end>",758
<start> in a living room different things are shown <end>,758
"<start> in the daytime, a man watches the rain from his car. he jumps and falls to the ground in the court <end>",759
<start> on a meadow a european man with black clothes jump into a puddle <end>,759
<start> a black cat with its mouth open <end>,760
<start> a cat opens its mouth indoors at daytime <end>,760
<start> a person jumping out of a subway train <end>,762
<start> a man jumps out of a driving train <end>,762
<start> a woman is doing pole dance <end>,763
<start> a girl dances(pole dance) indoors at night <end>,763
<start> a man knocks down a woman on a running track at daytime <end>,764
<start> black man crashing into white woman at a running track in the evening <end>,764
<start> a woman is making facial expressions <end>,765
<start> asian woman laughing at a table <end>,765
<start> a man is tickling another man indoors <end>,766
<start> two asian guys pushing each other around in a classroom <end>,766
<start> a white man in a car moves with the seat towards the steering wheel <end>,767
"<start> a man steps into a car, sits down and lets the seat slowly move to the front. <end>",767
<start> a baby sucks on a lemon and grimaces <end>,769
<start> baby eating in a dining chair <end>,769
<start> a man wears shoes on his hands outdoors at daytime <end>,770
"<start> outdoor at daytime, 2 pairs of boots are shown and lifted up by man holding the boots with his arms. <end>",770
<start> a cat plays on the bed and strikes the tote bag with it hands <end>,771
<start> in a bedroom a bright cat paws on a shopping bag <end>,771
<start> a man is spitting fire outdoors at night <end>,772
<start> white guy spitting fire outside at nighttime <end>,772
<start> 2 children and 2 men are dancing in a car at daytime <end>,773
<start> several people singing in a car at daytime <end>,773
<start> a man in a training area does a salto <end>,774
"<start> a young man starts running in a gym, turns a somersault and looses his pants. <end>",774
<start> children sing outdoors at daytime <end>,775
<start> a man laughs into the camera in a tv show <end>,775
"<start> multiple persons sit in a basketball stadium, where a man speaks to other two men <end>",776
<start> in a row of seats 3 european men in suits talking with each other <end>,776
<start> a group of people walks through a building entrance <end>,777
<start> some black men enter a building and one answers a questions from a reporter. <end>,777
<start> a man playing guitar <end>,778
<start> a man plays a guitar indoors <end>,778
<start> 3 men are spinning in the air in a gym <end>,779
<start> three asian boys doing a flip and three point landing in a fighting dojo <end>,779
<start> a dog jumps into water at a lake <end>,781
<start> dog diving into water at a lake at dawn <end>,781
<start> a person playing with a soccer ball <end>,782
<start> a man balance a soccer ball indoors <end>,782
<start> a lion licking a person <end>,783
<start> a lion licks the neck of a man outdoors at daytime <end>,783
<start> a black man sitting in the stands of a sports hall smiling <end>,784
<start> an african man smiles into the camera with people in the background <end>,784
<start> an old man is dancing in the background in a room . <end>,786
<start> boy and old man looking to the camera in a room <end>,786
<start> a group of goats is standing on a tree <end>,787
<start> many goats stand on a tree at daytime <end>,787
<start> a man articulates and gesticulates <end>,788
<start> colored man emphatically explaining something in a tv studio <end>,788
<start> children run outdoors at daytime <end>,789
<start> kids play soccer on a soccer field at daytime <end>,789
<start> a woman is singing <end>,790
<start> a woman sings into the camera indoors at daytime <end>,790
<start> a man is wearing a backpack <end>,792
<start> a man smiles into the camera outdoors at daytime <end>,792
